Designator,Mid X,Mid Y,Rotation,Layer
J1_5,137.0355,-140.0,0.0,top
J1_4,137.0355,-60.0,0.0,top
J1_3,137.0355,-80.0,0.0,top
J1_2,137.0355,-120.0,0.0,top
J1,137.0355,-100.0,0.0,top
R1,127.35,-54.0,0.0,top
R2,127.35,-147.0,0.0,top
